id,title,release_date,revenue,budget,vote_average,vote_count,popularity,runtime,original_language,genres,youtube_key,trailer_url,view_count,like_count,comment_count,engagement_rate,movie_id,avg_sentiment,avg_subjectivity,n_comments_analyzed,positive_comments_pct,negative_comments_pct,neutral_comments_pct,log_revenue,log_views,log_likes
912649,Venom: The Last Dance,2024-10-22,478937618,120000000,6.676,4271,19.7354,109,en,"Science Fiction, Action, Adventure",FKBN1qAzW3s,https://www.youtube.com/watch?v=FKBN1qAzW3s,609066,3330,138,0.005467,912649.0,0.1083,0.3427,87.0,41.3793,11.4943,47.1264,8.680278949901659,5.784664356479717,3.5224442335063197
558449,Gladiator II,2024-11-13,462180717,310000000,6.6,4485,11.6411,148,en,"Action, Adventure, Drama",TQwSz88ITAE,https://www.youtube.com/watch?v=TQwSz88ITAE,4043283,9660,1296,0.002389,558449.0,0.2437,0.3824,100.0,51.0,4.0,45.0,8.664811821984303,6.606734139809322,3.9849771264154934
917496,Beetlejuice Beetlejuice,2024-09-04,452000435,99000000,6.932,3143,8.3077,105,en,"Comedy, Fantasy, Horror",xnbAxOEiMis,https://www.youtube.com/watch?v=xnbAxOEiMis,45469,401,90,0.008819,917496.0,0.0847,0.2471,39.0,30.7692,10.2564,58.9744,8.655138852771579,4.657715402868895,2.603144372620182
822119,Captain America: Brave New World,2025-02-12,415101577,180000000,5.969,3134,13.6338,119,en,"Action, Thriller, Science Fiction",5PSzFLV-EyQ,https://www.youtube.com/watch?v=5PSzFLV-EyQ,1636530,42411,2645,0.025915,822119.0,0.1681,0.3341,100.0,39.0,8.0,53.0,8.618154383296845,6.213923970973102,4.627478512718182
1368166,The Housemaid,2025-12-18,399644671,35000000,7.267,2496,52.5087,131,en,"Mystery, Thriller",BqWH0KDqm3U,https://www.youtube.com/watch?v=BqWH0KDqm3U,2599694,6394,754,0.00246,1368166.0,0.3036,0.4311,100.0,59.0,3.0,38.0,8.601674026311965,6.414922231842978,3.8057726319356693
986056,Thunderbolts*,2025-04-30,382436917,180000000,7.291,3600,16.236,127,en,"Action, Science Fiction, Adventure",7rs_HhSA7XY,https://www.youtube.com/watch?v=7rs_HhSA7XY,296677,4851,594,0.016351,986056.0,0.326,0.4471,100.0,65.0,2.0,33.0,8.582559808487773,5.472283878772974,3.6858312746260635
718821,Twisters,2024-07-10,372262265,155000000,6.775,3018,6.4624,123,en,"Action, Thriller",AZbEi95SuMg,https://www.youtube.com/watch?v=AZbEi95SuMg,823313,3540,334,0.0043,718821.0,0.1969,0.3339,100.0,45.0,8.0,47.0,8.57084901544791,5.915564972916307,3.5490032620257876
1327819,Hoppers,2026-03-04,372010783,150000000,8.197,1719,101.2632,104,en,"Adventure, Animation, Comedy, Family, Science Fiction",PypDSyIRRSs,https://www.youtube.com/watch?v=PypDSyIRRSs,18450492,83380,5748,0.004519,1327819.0,0.2273,0.3894,100.0,57.0,5.0,38.0,8.570555528402133,7.26600795152685,4.921061890790279
1233413,Sinners,2025-04-16,370000000,100000000,7.497,4671,26.8581,138,en,"Horror, Action, Thriller",l2h2lC0vlX4,https://www.youtube.com/watch?v=l2h2lC0vlX4,218207,1062,85,0.004867,1233413.0,0.1139,0.4536,36.0,44.4444,33.3333,22.2222,8.568201724066995,5.338868678482437,3.0261245167454502
1079091,It Ends with Us,2024-08-07,351441044,55000000,6.945,1967,7.0908,131,en,"Drama, Romance",r-GQvSc5ZGw,https://www.youtube.com/watch?v=r-GQvSc5ZGw,3184004,15066,1358,0.004732,1079091.0,0.1676,0.3286,100.0,43.0,6.0,51.0,8.54585248038578,6.5029736046613715,4.1779979630965665
945961,Alien: Romulus,2024-08-13,350865342,80000000,7.2,4596,11.0785,119,en,"Horror, Science Fiction",x0XDEhP4MQs,https://www.youtube.com/watch?v=x0XDEhP4MQs,7828997,96185,12246,0.012286,945961.0,0.1501,0.4437,100.0,54.0,16.0,30.0,8.545140471317355,6.893706126647075,4.9831073493230305
1339713,Obsession,2026-05-13,339224215,750000,7.9,979,526.463,108,en,"Horror, Thriller",gMC8kkwbIQQ,https://www.youtube.com/watch?v=gMC8kkwbIQQ,15496796,0,6367,0.0,1339713.0,0.0953,0.5133,100.0,52.0,24.0,24.0,8.530486846136329,7.190241916018293,0.0
1228710,The Mandalorian and Grogu,2026-05-20,323364088,165000000,6.7,522,187.8376,132,en,"Action, Adventure, Science Fiction",uwild1rw7Aw,https://www.youtube.com/watch?v=uwild1rw7Aw,5705453,88611,5841,0.015531,1228710.0,0.2216,0.4388,100.0,58.0,11.0,31.0,8.509691786598676,6.756290132117936,4.947487637719669
574475,Final Destination Bloodlines,2025-05-14,317854739,50000000,7.038,2897,18.676,110,en,"Horror, Mystery",xitSoRbHJ50,https://www.youtube.com/watch?v=xitSoRbHJ50,341525,1097,42,0.003212,574475.0,0.0526,0.2771,30.0,26.6667,16.6667,56.6667,8.50222869085286,5.533422500007749,3.0402066275747113
1083381,Backrooms,2026-05-27,301819646,10000000,6.9,729,108.5329,111,en,"Horror, Mystery, Science Fiction",0HjdiohVOik,https://www.youtube.com/watch?v=0HjdiohVOik,41325582,681008,37763,0.016479,1083381.0,0.1301,0.399,100.0,46.0,12.0,42.0,8.479747505392185,7.616218978580052,5.833152213726953
1078605,Weapons,2025-08-04,269972492,38000000,7.257,3514,17.3809,128,en,"Horror, Mystery",QKHySfXqN0I,https://www.youtube.com/watch?v=QKHySfXqN0I,25343347,112986,6936,0.004458,1078605.0,0.2048,0.5369,100.0,68.0,11.0,21.0,8.431319515339666,7.403863969965025,5.053024633754017
762441,A Quiet Place: Day One,2024-06-26,261907653,67000000,6.642,3385,8.1175,100,en,"Horror, Science Fiction, Thriller",E-WIb4ATfT8,https://www.youtube.com/watch?v=E-WIb4ATfT8,3164425,18864,1782,0.005961,762441.0,0.2097,0.4191,100.0,52.0,5.0,43.0,8.418148188792207,6.500294806924095,4.275633787751014
425274,Now You See Me: Now You Don't,2025-11-12,243700000,90000000,6.5,1589,26.4864,112,en,"Crime, Thriller",lLWESUfW-0A,https://www.youtube.com/watch?v=lLWESUfW-0A,2222625,5897,297,0.002653,425274.0,0.1846,0.3291,100.0,45.0,2.0,53.0,8.386855529184725,6.346866194966737,3.7706311277778064
1228246,Five Nights at Freddy's 2,2025-12-03,239568877,36000000,6.639,1001,19.5883,104,en,"Horror, Thriller",NQypHE9_Fm4,https://www.youtube.com/watch?v=NQypHE9_Fm4,37332852,362727,13455,0.009716,1228246.0,0.1026,0.3782,100.0,45.0,11.0,44.0,8.379430397084942,7.57209116861771,5.559579883991196
1159559,Scream 7,2026-02-25,213835967,45000000,6.191,1074,46.9465,114,en,"Horror, Mystery, Crime",4g8OciWNJn4,https://www.youtube.com/watch?v=4g8OciWNJn4,2188824,16942,1781,0.00774,1159559.0,0.1134,0.3637,100.0,41.0,10.0,49.0,8.330080754922806,6.340210842014813,4.228964677405161
1054867,One Battle After Another,2025-09-23,209377100,175000000,7.4,3826,15.8759,162,en,"Thriller, Crime, Comedy",u6GVb4p7oD4,https://www.youtube.com/watch?v=u6GVb4p7oD4,101342,313,47,0.003089,1054867.0,0.087,0.2486,21.0,33.3333,0.0,66.6667,8.320929180267909,5.005789470907809,2.4955443375464483
889737,Joker: Folie à Deux,2024-10-01,207500287,190000000,5.403,2944,7.6054,138,en,"Drama, Crime, Thriller",fiqqAI0e4Nc,https://www.youtube.com/watch?v=fiqqAI0e4Nc,2593788,27367,2356,0.010551,889737.0,0.2007,0.3675,100.0,47.0,11.0,42.0,8.317018701734522,6.413934476685343,4.437227192190728
447273,Snow White,2025-03-19,205679463,271600000,4.301,1657,13.9842,109,en,"Family, Fantasy",KsSoo5K8CpA,https://www.youtube.com/watch?v=KsSoo5K8CpA,244583,868,352,0.003549,447273.0,0.0639,0.2462,100.0,31.0,9.0,60.0,8.313190929754791,5.388426267652155,2.938519725176492
1273221,Scary Movie,2026-06-03,204299766,30000000,5.5,350,63.3615,96,en,"Comedy, Horror",cGgWAHXuTKc,https://www.youtube.com/watch?v=cGgWAHXuTKc,5896834,16916,918,0.002869,1273221.0,0.1356,0.3373,100.0,41.0,9.0,50.0,8.31026786920236,6.770618902256572,4.228297676474863
1297842,GOAT,2026-02-11,193566330,90000000,8.116,835,62.7357,100,en,"Animation, Comedy, Family",kmY-rYS7yng,https://www.youtube.com/watch?v=kmY-rYS7yng,5292898,9193,646,0.001737,1297842.0,0.1932,0.2989,100.0,45.0,4.0,51.0,8.28682981595322,6.723693524736783,3.9634572601167077
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,191400000,4100000,8.436,958,25.6793,100,ja,"Animation, Action, Romance, Fantasy",GJ1jrCnm-t8,https://www.youtube.com/watch?v=GJ1jrCnm-t8,3578940,40445,1164,0.011301,1218925.0,0.2074,0.3603,200.0,50.0,5.0,45.0,8.281941933440825,6.553754417616789,4.606864839752301
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,191400000,4100000,8.436,958,25.6793,100,ja,"Animation, Action, Romance, Fantasy",GJ1jrCnm-t8,https://www.youtube.com/watch?v=GJ1jrCnm-t8,3578940,40445,1164,0.011301,1218925.0,0.2074,0.3603,200.0,50.0,5.0,45.0,8.281941933440825,6.553754417616789,4.606864839752301
1317288,Marty Supreme,2025-12-19,191303074,65000000,7.384,1878,14.3179,150,en,"Drama, Thriller",s9gSuKaKcqM,https://www.youtube.com/watch?v=s9gSuKaKcqM,31501973,115300,4988,0.00366,1317288.0,0.187,0.4271,100.0,52.0,9.0,39.0,8.281721948649936,7.498337754938145,5.061829307294699
845781,Red One,2024-10-31,185700759,250000000,6.983,3057,11.5332,124,en,"Action, Comedy, Fantasy",7l3hfD74X-4,https://www.youtube.com/watch?v=7l3hfD74X-4,15578480,46030,2351,0.002955,845781.0,0.2143,0.3958,100.0,60.0,13.0,27.0,8.268813678800836,7.192525081076216,4.663040974893974
1242898,Predator: Badlands,2025-11-05,184500000,105000000,7.8,3159,46.3397,107,en,"Action, Science Fiction, Adventure",LkBqjfg8TGM,https://www.youtube.com/watch?v=LkBqjfg8TGM,156085,1177,67,0.007541,1242898.0,0.1132,0.345,52.0,34.6154,9.6154,55.7692,8.26599637049508,5.19336116872391,3.0707764628434346
426063,Nosferatu,2024-12-25,181805645,50000000,6.7,3703,9.5848,133,en,"Horror, Fantasy",nulvWqYUM8k,https://www.youtube.com/watch?v=nulvWqYUM8k,22317101,145214,8151,0.006507,426063.0,0.2423,0.5008,100.0,65.0,10.0,25.0,8.25960736378303,7.348637778909221,5.16200848846908
1419406,The Shadow's Edge,2025-08-16,174400000,0,7.815,897,92.7369,142,zh,"Action, Crime, Drama, Thriller",xvmADAJOoCg,https://www.youtube.com/watch?v=xvmADAJOoCg,267866,377,9,0.001407,1419406.0,0.1153,0.3403,6.0,33.3333,33.3333,33.3333,8.241546480596549,5.427917592482925,2.576341350205793
1275779,Disclosure Day,2026-06-10,172717890,115000000,6.694,666,179.6537,145,en,"Science Fiction, Thriller",icDuEHSxE-w,https://www.youtube.com/watch?v=icDuEHSxE-w,18479750,91875,10883,0.004972,1275779.0,0.1199,0.4041,100.0,44.0,16.0,40.0,8.23733732382042,7.266696091648434,4.963197352092251
991494,The SpongeBob Movie: Search for SquarePants,2025-12-16,163197450,64000000,6.85,307,20.1499,88,en,"Adventure, Animation, Comedy, Family, Fantasy",wS3mgDtELaU,https://www.youtube.com/watch?v=wS3mgDtELaU,1028884,307,10,0.000298,991494.0,-0.1389,0.2222,9.0,11.1111,22.2222,66.6667,8.212713368513548,6.012366413635417,2.4871383754771865
1022787,Elio,2025-06-18,154291182,150000000,6.913,1012,13.9507,98,en,"Adventure, Animation, Comedy, Family, Science Fiction",yH5zbV7eweM,https://www.youtube.com/watch?v=yH5zbV7eweM,302251,2725,236,0.009016,1022787.0,0.2978,0.4324,100.0,64.0,3.0,33.0,8.188341106113871,5.480367746402168,3.4353665066126613
1125257,Freakier Friday,2025-08-06,153176952,42000000,6.8,718,12.9468,110,en,"Comedy, Fantasy, Family",IyJzhtJEtoU,https://www.youtube.com/watch?v=IyJzhtJEtoU,6680511,33033,1936,0.004945,1125257.0,0.3493,0.5117,100.0,81.0,3.0,16.0,8.18519342344125,6.824809683432493,4.518948017357206
1582770,Dhurandhar: The Revenge,2026-03-18,152900759,14330000,7.341,123,113.9633,229,hi,"Action, Crime, Thriller",NHk7scrb_9I,https://www.youtube.com/watch?v=NHk7scrb_9I,90007092,1317316,66923,0.014636,1582770.0,0.0564,0.2675,100.0,30.0,10.0,60.0,8.184409641257275,7.954276730496207,6.119689966757256
1100988,28 Years Later,2025-06-18,151308832,60000000,6.61,2615,12.9739,115,en,"Horror, Thriller, Science Fiction",IYGG55qwQZQ,https://www.youtube.com/watch?v=IYGG55qwQZQ,11704895,203807,14468,0.017412,1100988.0,0.1781,0.4485,100.0,56.0,13.0,31.0,8.179864278828978,7.068367522165481,5.309219096300267
533533,TRON: Ares,2025-10-08,142249983,220000000,6.496,1456,18.7805,119,en,"Science Fiction, Adventure, Action",gNa0j4mQo1k,https://www.youtube.com/watch?v=gNa0j4mQo1k,1039361,4428,459,0.00426,533533.0,0.2625,0.3637,100.0,63.0,5.0,32.0,8.15305222316548,6.016766416736828,3.6462076122066853
661539,A Complete Unknown,2024-12-25,140508652,65000000,7.068,1462,6.4288,141,en,"Drama, Music",ob4SHtT6cC0,https://www.youtube.com/watch?v=ob4SHtT6cC0,76553,789,23,0.010307,661539.0,0.2471,0.4887,17.0,47.0588,11.7647,41.1765,8.147703067302794,4.88396221473273,2.89707700320942
1100782,Smile 2,2024-10-16,138128854,28000000,6.59,2195,9.4881,127,en,"Horror, Music, Mystery, Thriller",FU_bAopCcSE,https://www.youtube.com/watch?v=FU_bAopCcSE,2698585,10869,1068,0.004028,1100782.0,0.1761,0.4129,100.0,60.0,13.0,27.0,8.140284408658744,6.431136102019384,4.036189588754199
541671,Ballerina,2025-06-04,137408107,90000000,7.256,2682,18.2272,125,en,"Action, Thriller, Crime",b9Rr9ygb-ac,https://www.youtube.com/watch?v=b9Rr9ygb-ac,5391304,56799,2522,0.010535,541671.0,0.3116,0.4022,100.0,55.0,5.0,40.0,8.138012356606351,6.731693821125642,4.754340689614101
1291608,Dhurandhar,2025-12-05,136599112,24000000,7.268,311,61.856,214,hi,"Action, Crime, Thriller",o--C7AH5SuI,https://www.youtube.com/watch?v=o--C7AH5SuI,1105737,28470,1571,0.025748,1291608.0,-0.0557,0.376,100.0,20.0,26.0,54.0,8.135447876104273,6.043651842130311,4.454387467146955
1234731,Anaconda,2025-12-24,135148320,45000000,5.882,1233,21.9577,100,en,"Adventure, Comedy, Horror",LFLyvzIZjK4,https://www.youtube.com/watch?v=LFLyvzIZjK4,402069,279,19,0.000694,1234731.0,-0.1265,0.309,12.0,8.3333,58.3333,33.3333,8.130810651446032,5.6043005897705624,2.4456042032735974
696506,Mickey 17,2025-02-28,133542263,118000000,6.836,3626,12.2658,137,en,"Science Fiction, Comedy, Adventure",tA1s65o_kYM,https://www.youtube.com/watch?v=tA1s65o_kYM,26527325,184342,6075,0.006949,696506.0,0.2294,0.4835,100.0,64.0,10.0,26.0,8.125618731490734,7.423693458187697,5.265624295013773
1197137,Black Phone 2,2025-10-15,132675749,30000000,6.696,1166,13.3611,114,en,"Horror, Thriller",pWNucAcRoBY,https://www.youtube.com/watch?v=pWNucAcRoBY,13874880,6807,219,0.000491,1197137.0,0.1447,0.2983,100.0,47.0,6.0,47.0,8.122791548049294,7.142229235718087,3.8329557506045986
1325734,The Drama,2026-04-01,132552559,28000000,6.97,1084,35.9875,105,en,"Romance, Comedy, Drama",0ZDzsH3XGFA,https://www.youtube.com/watch?v=0ZDzsH3XGFA,204618,751,21,0.00367,1325734.0,0.1546,0.4988,15.0,66.6667,20.0,13.3333,8.122388116443698,5.310943835421229,2.8756399370041685
931285,Mortal Kombat II,2026-05-06,129178875,80000000,7.993,1653,299.1988,116,en,"Action, Fantasy, Adventure",zva2PQ-ud5Y,https://www.youtube.com/watch?v=zva2PQ-ud5Y,853500,20602,1312,0.024138,931285.0,0.2246,0.3563,100.0,50.0,5.0,45.0,8.111191498016238,5.931203525450752,4.313909382835271
1128650,The Prosecutor,2024-12-08,128093757,38500000,7.066,219,6.76,117,cn,"Action, Drama, Crime, Thriller",j5c13X9j_0o,https://www.youtube.com/watch?v=j5c13X9j_0o,66496,60,5,0.000902,1128650.0,0.42,0.48,5.0,60.0,0.0,40.0,8.107527963729693,4.822795521541065,1.7781512503836436
1226578,Longlegs,2024-07-10,127961936,10000000,6.5,2693,8.2068,101,en,"Crime, Horror, Mystery",FXOtkvx25gI,https://www.youtube.com/watch?v=FXOtkvx25gI,13240640,38074,2308,0.002876,1226578.0,0.2129,0.4723,100.0,66.0,14.0,20.0,8.107080802119764,7.12190897768305,4.580628505568549
1011477,Karate Kid: Legends,2025-05-08,117105466,45000000,6.998,1220,10.7807,94,en,"Action, Adventure, Drama",LhRXf-yEQqA,https://www.youtube.com/watch?v=LhRXf-yEQqA,27385630,188888,11216,0.006897,1011477.0,0.2484,0.392,100.0,57.0,3.0,40.0,8.068577166620068,7.4375227362224985,5.276204368195402
1301421,The Sheep Detectives,2026-04-30,115953209,75000000,7.545,257,199.9905,115,en,"Comedy, Family, Mystery",826SRt1CFbg,https://www.youtube.com/watch?v=826SRt1CFbg,9683008,14100,812,0.001456,1301421.0,0.2184,0.4584,100.0,60.0,12.0,28.0,8.064282772221162,6.986010290662971,4.14921911265538
1321179,The King's Warden,2026-02-04,111782570,6900000,7.214,21,8.4581,117,ko,"History, Drama",YOWP0DiW8po,https://www.youtube.com/watch?v=YOWP0DiW8po,89877,585,26,0.006509,1321179.0,-0.0271,0.1125,10.0,0.0,10.0,90.0,8.048374090286039,4.953648567694689,2.7671558660821804
858024,Hamnet,2025-11-26,107756183,30000000,7.7,1405,13.0655,125,en,"Drama, Romance, History",xYcgQMxQwmk,https://www.youtube.com/watch?v=xYcgQMxQwmk,17922310,35468,1483,0.001979,858024.0,0.3183,0.5496,100.0,72.0,12.0,16.0,8.032442199164473,7.2533939849911775,4.549836699792701
870028,The Accountant²,2025-04-23,103223366,80000000,7.086,1800,8.6871,133,en,"Mystery, Crime, Thriller",RwXDphhQ9Tg,https://www.youtube.com/watch?v=RwXDphhQ9Tg,1251730,3068,186,0.002451,870028.0,0.1545,0.3953,100.0,48.0,14.0,38.0,8.013778016828406,6.097510661018397,3.4868553552769432
1035259,The Naked Gun,2025-07-30,102147396,42000000,6.372,1767,10.3008,85,en,"Comedy, Action, Crime",uLguU7WLreA,https://www.youtube.com/watch?v=uLguU7WLreA,19481525,103675,10166,0.005322,1035259.0,0.2391,0.4713,100.0,68.0,6.0,26.0,8.009227299825582,7.2896229501381855,5.015674044036055
454639,Masters of the Universe,2026-06-03,101914098,200000000,7.2,301,109.0615,141,en,"Action, Fantasy, Science Fiction",rJSmz-zhDxE,https://www.youtube.com/watch?v=rJSmz-zhDxE,11897688,36151,4322,0.003038,454639.0,0.2491,0.4338,100.0,58.0,7.0,35.0,8.008234265067312,7.075462575981199,4.558120315143003
1087891,The Amateur,2025-04-09,96000836,60000000,6.941,1630,8.6489,123,en,"Thriller, Action",DCWcK4c-F8Q,https://www.youtube.com/watch?v=DCWcK4c-F8Q,16795351,225548,9364,0.013429,1087891.0,0.234,0.4336,100.0,64.0,7.0,29.0,7.982275015004214,7.225189084436705,5.353238980434772
1198994,Send Help,2026-01-22,94041481,40000000,7.046,1824,38.7887,113,en,"Horror, Thriller, Comedy",cOmnmFz_Uzs,https://www.youtube.com/watch?v=cOmnmFz_Uzs,368197,3506,289,0.009522,1198994.0,0.1274,0.2904,100.0,39.0,7.0,54.0,7.973319459936771,5.566080245632544,3.544811911757776
1083637,Kantara - A Legend: Chapter 1,2025-10-01,91000000,14000000,7.128,86,14.2676,165,kn,"Action, Drama, Fantasy",TMQUFhWm8C0,https://www.youtube.com/watch?v=TMQUFhWm8C0,23814683,803018,20976,0.033719,1083637.0,0.1113,0.2084,100.0,28.0,2.0,70.0,7.959041392321094,7.376844804942002,5.904725280288718
1327862,Regretting You,2025-10-22,90452948,30000000,7.009,436,8.9494,116,en,"Romance, Drama",qub8lZlVlho,https://www.youtube.com/watch?v=qub8lZlVlho,13015538,44364,1450,0.003409,1327862.0,0.2764,0.5092,100.0,66.0,3.0,31.0,7.956422725748281,7.114462124470011,4.647030696620732
1304313,Lee Cronin's The Mummy,2026-04-15,90452113,22000000,8.024,1965,137.3105,133,en,"Horror, Mystery",6wbMsDmJLCs,https://www.youtube.com/watch?v=6wbMsDmJLCs,594715,4144,343,0.006968,1304313.0,0.0728,0.5002,100.0,41.0,24.0,35.0,7.956418716618957,5.774308892484605,3.6174197467371765
1034541,Terrifier 3,2024-10-09,90322103,2000000,6.8,1973,13.1677,125,en,Horror,0EDDtgWnSeY,https://www.youtube.com/watch?v=0EDDtgWnSeY,325538,770,26,0.002365,1034541.0,0.0456,0.3542,13.0,30.7692,30.7692,38.4615,7.95579404085959,5.512601690990439,2.886490725172482
1197306,A Working Man,2025-03-26,89400711,40000000,6.697,1957,21.5788,116,en,"Action, Crime, Thriller",mdfrG2cLK58,https://www.youtube.com/watch?v=mdfrG2cLK58,2959733,7495,488,0.002532,1197306.0,0.1942,0.3173,100.0,50.0,4.0,46.0,7.951340972734942,6.471252534755971,3.874771637184298
