id,title,release_date,revenue,budget,vote_average,vote_count,popularity,runtime,original_language,genres,youtube_key,trailer_url,view_count,like_count,comment_count,engagement_rate
574475,Final Destination Bloodlines,2025-05-14,317854739,50000000,7.038,2897,18.676,110,en,"Horror, Mystery",xitSoRbHJ50,https://www.youtube.com/watch?v=xitSoRbHJ50,341525,1097,42,0.003212
1083381,Backrooms,2026-05-27,301819646,10000000,6.9,729,108.5329,111,en,"Horror, Mystery, Science Fiction",0HjdiohVOik,https://www.youtube.com/watch?v=0HjdiohVOik,41325582,681008,37763,0.016479
1078605,Weapons,2025-08-04,269972492,38000000,7.257,3514,17.3809,128,en,"Horror, Mystery",QKHySfXqN0I,https://www.youtube.com/watch?v=QKHySfXqN0I,25343347,112986,6936,0.004458
762441,A Quiet Place: Day One,2024-06-26,261907653,67000000,6.642,3385,8.1175,100,en,"Horror, Science Fiction, Thriller",E-WIb4ATfT8,https://www.youtube.com/watch?v=E-WIb4ATfT8,3164425,18864,1782,0.005961
425274,Now You See Me: Now You Don't,2025-11-12,243700000,90000000,6.5,1589,26.4864,112,en,"Crime, Thriller",lLWESUfW-0A,https://www.youtube.com/watch?v=lLWESUfW-0A,2222625,5897,297,0.002653
1175942,The Bad Guys 2,2025-07-24,239676236,80000000,7.652,801,14.6989,104,en,"Family, Comedy, Crime, Adventure, Animation",HvLHYox_Vq8,https://www.youtube.com/watch?v=HvLHYox_Vq8,42256341,74149,0,0.001755
1228246,Five Nights at Freddy's 2,2025-12-03,239568877,36000000,6.639,1001,19.5883,104,en,"Horror, Thriller",NQypHE9_Fm4,https://www.youtube.com/watch?v=NQypHE9_Fm4,37332852,362727,13455,0.009716
1159559,Scream 7,2026-02-25,213835967,45000000,6.191,1074,46.9465,114,en,"Horror, Mystery, Crime",4g8OciWNJn4,https://www.youtube.com/watch?v=4g8OciWNJn4,2188824,16942,1781,0.00774
1054867,One Battle After Another,2025-09-23,209377100,175000000,7.4,3826,15.8759,162,en,"Thriller, Crime, Comedy",u6GVb4p7oD4,https://www.youtube.com/watch?v=u6GVb4p7oD4,101342,313,47,0.003089
889737,Joker: Folie à Deux,2024-10-01,207500287,190000000,5.403,2944,7.6054,138,en,"Drama, Crime, Thriller",fiqqAI0e4Nc,https://www.youtube.com/watch?v=fiqqAI0e4Nc,2593788,27367,2356,0.010551
447273,Snow White,2025-03-19,205679463,271600000,4.301,1657,13.9842,109,en,"Family, Fantasy",KsSoo5K8CpA,https://www.youtube.com/watch?v=KsSoo5K8CpA,244583,868,352,0.003549
1273221,Scary Movie,2026-06-03,204299766,30000000,5.5,350,63.3615,96,en,"Comedy, Horror",cGgWAHXuTKc,https://www.youtube.com/watch?v=cGgWAHXuTKc,5896834,16916,918,0.002869
1297842,GOAT,2026-02-11,193566330,90000000,8.116,835,62.7357,100,en,"Animation, Comedy, Family",kmY-rYS7yng,https://www.youtube.com/watch?v=kmY-rYS7yng,5292898,9193,646,0.001737
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,191400000,4100000,8.436,958,25.6793,100,ja,"Animation, Action, Romance, Fantasy",GJ1jrCnm-t8,https://www.youtube.com/watch?v=GJ1jrCnm-t8,3578940,40445,1164,0.011301
1218925,Chainsaw Man - The Movie: Reze Arc,2025-09-19,191400000,4100000,8.436,958,25.6793,100,ja,"Animation, Action, Romance, Fantasy",GJ1jrCnm-t8,https://www.youtube.com/watch?v=GJ1jrCnm-t8,3578940,40445,1164,0.011301
1317288,Marty Supreme,2025-12-19,191303074,65000000,7.384,1878,14.3179,150,en,"Drama, Thriller",s9gSuKaKcqM,https://www.youtube.com/watch?v=s9gSuKaKcqM,31501973,115300,4988,0.00366
845781,Red One,2024-10-31,185700759,250000000,6.983,3057,11.5332,124,en,"Action, Comedy, Fantasy",7l3hfD74X-4,https://www.youtube.com/watch?v=7l3hfD74X-4,15578480,46030,2351,0.002955
1242898,Predator: Badlands,2025-11-05,184500000,105000000,7.8,3159,46.3397,107,en,"Action, Science Fiction, Adventure",LkBqjfg8TGM,https://www.youtube.com/watch?v=LkBqjfg8TGM,156085,1177,67,0.007541
426063,Nosferatu,2024-12-25,181805645,50000000,6.7,3703,9.5848,133,en,"Horror, Fantasy",nulvWqYUM8k,https://www.youtube.com/watch?v=nulvWqYUM8k,22317101,145214,8151,0.006507
1419406,The Shadow's Edge,2025-08-16,174400000,0,7.815,897,92.7369,142,zh,"Action, Crime, Drama, Thriller",xvmADAJOoCg,https://www.youtube.com/watch?v=xvmADAJOoCg,267866,377,9,0.001407
1275779,Disclosure Day,2026-06-10,172717890,115000000,6.694,666,179.6537,145,en,"Science Fiction, Thriller",icDuEHSxE-w,https://www.youtube.com/watch?v=icDuEHSxE-w,18479750,91875,10883,0.004972
991494,The SpongeBob Movie: Search for SquarePants,2025-12-16,163197450,64000000,6.85,307,20.1499,88,en,"Adventure, Animation, Comedy, Family, Fantasy",wS3mgDtELaU,https://www.youtube.com/watch?v=wS3mgDtELaU,1028884,307,10,0.000298
1022787,Elio,2025-06-18,154291182,150000000,6.913,1012,13.9507,98,en,"Adventure, Animation, Comedy, Family, Science Fiction",yH5zbV7eweM,https://www.youtube.com/watch?v=yH5zbV7eweM,302251,2725,236,0.009016
1125257,Freakier Friday,2025-08-06,153176952,42000000,6.8,718,12.9468,110,en,"Comedy, Fantasy, Family",IyJzhtJEtoU,https://www.youtube.com/watch?v=IyJzhtJEtoU,6680511,33033,1936,0.004945
1582770,Dhurandhar: The Revenge,2026-03-18,152900759,14330000,7.341,123,113.9633,229,hi,"Action, Crime, Thriller",NHk7scrb_9I,https://www.youtube.com/watch?v=NHk7scrb_9I,90007092,1317316,66923,0.014636
1100988,28 Years Later,2025-06-18,151308832,60000000,6.61,2615,12.9739,115,en,"Horror, Thriller, Science Fiction",IYGG55qwQZQ,https://www.youtube.com/watch?v=IYGG55qwQZQ,11704895,203807,14468,0.017412
533533,TRON: Ares,2025-10-08,142249983,220000000,6.496,1456,18.7805,119,en,"Science Fiction, Adventure, Action",gNa0j4mQo1k,https://www.youtube.com/watch?v=gNa0j4mQo1k,1039361,4428,459,0.00426
661539,A Complete Unknown,2024-12-25,140508652,65000000,7.068,1462,6.4288,141,en,"Drama, Music",ob4SHtT6cC0,https://www.youtube.com/watch?v=ob4SHtT6cC0,76553,789,23,0.010307
1100782,Smile 2,2024-10-16,138128854,28000000,6.59,2195,9.4881,127,en,"Horror, Music, Mystery, Thriller",FU_bAopCcSE,https://www.youtube.com/watch?v=FU_bAopCcSE,2698585,10869,1068,0.004028
541671,Ballerina,2025-06-04,137408107,90000000,7.256,2682,18.2272,125,en,"Action, Thriller, Crime",b9Rr9ygb-ac,https://www.youtube.com/watch?v=b9Rr9ygb-ac,5391304,56799,2522,0.010535
1291608,Dhurandhar,2025-12-05,136599112,24000000,7.268,311,61.856,214,hi,"Action, Crime, Thriller",o--C7AH5SuI,https://www.youtube.com/watch?v=o--C7AH5SuI,1105737,28470,1571,0.025748
1234731,Anaconda,2025-12-24,135148320,45000000,5.882,1233,21.9577,100,en,"Adventure, Comedy, Horror",LFLyvzIZjK4,https://www.youtube.com/watch?v=LFLyvzIZjK4,402069,279,19,0.000694
696506,Mickey 17,2025-02-28,133542263,118000000,6.836,3626,12.2658,137,en,"Science Fiction, Comedy, Adventure",tA1s65o_kYM,https://www.youtube.com/watch?v=tA1s65o_kYM,26527325,184342,6075,0.006949
1197137,Black Phone 2,2025-10-15,132675749,30000000,6.696,1166,13.3611,114,en,"Horror, Thriller",pWNucAcRoBY,https://www.youtube.com/watch?v=pWNucAcRoBY,13874880,6807,219,0.000491
1325734,The Drama,2026-04-01,132552559,28000000,6.97,1084,35.9875,105,en,"Romance, Comedy, Drama",0ZDzsH3XGFA,https://www.youtube.com/watch?v=0ZDzsH3XGFA,204618,751,21,0.00367
698687,Transformers One,2024-09-11,129408392,75000000,7.968,1648,8.7014,104,en,"Animation, Science Fiction, Adventure, Family",jaVcDaozGgc,https://www.youtube.com/watch?v=jaVcDaozGgc,5947851,40394,0,0.006791
931285,Mortal Kombat II,2026-05-06,129178875,80000000,7.993,1653,299.1988,116,en,"Action, Fantasy, Adventure",zva2PQ-ud5Y,https://www.youtube.com/watch?v=zva2PQ-ud5Y,853500,20602,1312,0.024138
1128650,The Prosecutor,2024-12-08,128093757,38500000,7.066,219,6.76,117,cn,"Action, Drama, Crime, Thriller",j5c13X9j_0o,https://www.youtube.com/watch?v=j5c13X9j_0o,66496,60,5,0.000902
1226578,Longlegs,2024-07-10,127961936,10000000,6.5,2693,8.2068,101,en,"Crime, Horror, Mystery",FXOtkvx25gI,https://www.youtube.com/watch?v=FXOtkvx25gI,13240640,38074,2308,0.002876
936108,Smurfs,2025-06-30,124157356,58000000,5.781,267,8.9559,89,en,"Animation, Family, Fantasy",_N7kNc4-ZUg,https://www.youtube.com/watch?v=_N7kNc4-ZUg,891357,2863,0,0.003212
1011477,Karate Kid: Legends,2025-05-08,117105466,45000000,6.998,1220,10.7807,94,en,"Action, Adventure, Drama",LhRXf-yEQqA,https://www.youtube.com/watch?v=LhRXf-yEQqA,27385630,188888,11216,0.006897
1301421,The Sheep Detectives,2026-04-30,115953209,75000000,7.545,257,199.9905,115,en,"Comedy, Family, Mystery",826SRt1CFbg,https://www.youtube.com/watch?v=826SRt1CFbg,9683008,14100,812,0.001456
1321179,The King's Warden,2026-02-04,111782570,6900000,7.214,21,8.4581,117,ko,"History, Drama",YOWP0DiW8po,https://www.youtube.com/watch?v=YOWP0DiW8po,89877,585,26,0.006509
858024,Hamnet,2025-11-26,107756183,30000000,7.7,1405,13.0655,125,en,"Drama, Romance, History",xYcgQMxQwmk,https://www.youtube.com/watch?v=xYcgQMxQwmk,17922310,35468,1483,0.001979
870028,The Accountant²,2025-04-23,103223366,80000000,7.086,1800,8.6871,133,en,"Mystery, Crime, Thriller",RwXDphhQ9Tg,https://www.youtube.com/watch?v=RwXDphhQ9Tg,1251730,3068,186,0.002451
1035259,The Naked Gun,2025-07-30,102147396,42000000,6.372,1767,10.3008,85,en,"Comedy, Action, Crime",uLguU7WLreA,https://www.youtube.com/watch?v=uLguU7WLreA,19481525,103675,10166,0.005322
454639,Masters of the Universe,2026-06-03,101914098,200000000,7.2,301,109.0615,141,en,"Action, Fantasy, Science Fiction",rJSmz-zhDxE,https://www.youtube.com/watch?v=rJSmz-zhDxE,11897688,36151,4322,0.003038
1087891,The Amateur,2025-04-09,96000836,60000000,6.941,1630,8.6489,123,en,"Thriller, Action",DCWcK4c-F8Q,https://www.youtube.com/watch?v=DCWcK4c-F8Q,16795351,225548,9364,0.013429
1198994,Send Help,2026-01-22,94041481,40000000,7.046,1824,38.7887,113,en,"Horror, Thriller, Comedy",cOmnmFz_Uzs,https://www.youtube.com/watch?v=cOmnmFz_Uzs,368197,3506,289,0.009522
1083637,Kantara - A Legend: Chapter 1,2025-10-01,91000000,14000000,7.128,86,14.2676,165,kn,"Action, Drama, Fantasy",TMQUFhWm8C0,https://www.youtube.com/watch?v=TMQUFhWm8C0,23814683,803018,20976,0.033719
1327862,Regretting You,2025-10-22,90452948,30000000,7.009,436,8.9494,116,en,"Romance, Drama",qub8lZlVlho,https://www.youtube.com/watch?v=qub8lZlVlho,13015538,44364,1450,0.003409
1304313,Lee Cronin's The Mummy,2026-04-15,90452113,22000000,8.024,1965,137.3105,133,en,"Horror, Mystery",6wbMsDmJLCs,https://www.youtube.com/watch?v=6wbMsDmJLCs,594715,4144,343,0.006968
1034541,Terrifier 3,2024-10-09,90322103,2000000,6.8,1973,13.1677,125,en,Horror,0EDDtgWnSeY,https://www.youtube.com/watch?v=0EDDtgWnSeY,325538,770,26,0.002365
1197306,A Working Man,2025-03-26,89400711,40000000,6.697,1957,21.5788,116,en,"Action, Crime, Thriller",mdfrG2cLK58,https://www.youtube.com/watch?v=mdfrG2cLK58,2959733,7495,488,0.002532
1367642,Reminders of Him,2026-03-11,89039780,30000000,7.732,321,12.035,114,en,"Romance, Drama",i36Zw32GfRQ,https://www.youtube.com/watch?v=i36Zw32GfRQ,47594897,66852,2388,0.001405
1168190,The Wrecking Crew,2026-01-28,89000000,78500000,7.029,1089,30.4552,125,en,"Action, Comedy, Crime, Mystery",v8R0xDczERo,https://www.youtube.com/watch?v=v8R0xDczERo,24997577,53503,3071,0.00214
1167307,David,2025-12-14,85865995,60900000,8.1,151,21.0263,109,en,"Animation, Drama, Family, History",gWgyI6_lR0A,https://www.youtube.com/watch?v=gWgyI6_lR0A,3351284,13485,1132,0.004024
1032823,Trap,2024-07-31,83677281,30000000,6.237,2870,7.0261,105,en,"Crime, Horror, Thriller",mps1HbpECIA,https://www.youtube.com/watch?v=mps1HbpECIA,27104113,58188,4855,0.002147
1280282,Gabby's Dollhouse: The Movie,2025-09-13,80322142,32000000,6.8,80,7.6254,98,en,"Adventure, Animation, Comedy, Family, Fantasy",S-GFCPEWqe4,https://www.youtube.com/watch?v=S-GFCPEWqe4,9963602,13614,0,0.001366
933260,The Substance,2024-09-07,77316812,17500000,7.1,6094,21.776,141,en,"Horror, Science Fiction, Thriller",lR5nlovVgvQ,https://www.youtube.com/watch?v=lR5nlovVgvQ,542066,1413,72,0.002607
1084736,The Count of Monte Cristo,2024-06-28,75360860,46000000,7.9,2041,8.5124,178,fr,"Adventure, Action, Drama",8Q6y1waxlTY,https://www.youtube.com/watch?v=8Q6y1waxlTY,2776698,19704,1512,0.007096
1171145,Crime 101,2026-02-11,72900246,90000000,6.997,1104,35.4846,141,en,"Crime, Thriller",KeEHsuZ4Ja4,https://www.youtube.com/watch?v=KeEHsuZ4Ja4,24174014,25913,1069,0.001072
798645,The Running Man,2025-11-11,69000000,110000000,6.782,1656,14.9439,133,en,"Action, Thriller, Science Fiction",_iHJHYjq7XI,https://www.youtube.com/watch?v=_iHJHYjq7XI,641075,3650,261,0.005694
1124620,The Monkey,2025-02-10,68871071,10000000,5.994,1355,10.3516,97,en,"Horror, Comedy",KPxmK_ihDO8,https://www.youtube.com/watch?v=KPxmK_ihDO8,229966,1630,133,0.007088
1144107,The Legend of Hei 2,2025-07-18,67216848,0,8.508,59,11.069,119,zh,"Animation, Fantasy, Action, Adventure",6t-uv2Vv_vA,https://www.youtube.com/watch?v=6t-uv2Vv_vA,20823,324,26,0.01556
1241634,Saiyaara,2025-07-18,63539300,5500000,6.402,143,16.205,150,hi,"Romance, Drama, Music",nF31d_f4n_A,https://www.youtube.com/watch?v=nF31d_f4n_A,9039501,126589,5245,0.014004
604079,The Long Walk,2025-09-10,63103084,20000000,6.905,1580,11.2842,108,en,"Science Fiction, Thriller, Horror",Toj3Zxun7aQ,https://www.youtube.com/watch?v=Toj3Zxun7aQ,7197512,22297,2834,0.003098
539972,Kraven the Hunter,2024-12-11,62076533,130000000,6.438,2364,13.5259,127,en,"Action, Adventure, Thriller",hR1-ihzff3I,https://www.youtube.com/watch?v=hR1-ihzff3I,6329690,104509,11699,0.016511
1097549,Babygirl,2024-12-25,60934894,20000000,5.711,1218,9.224,115,en,"Romance, Thriller",9XXoNB0lVGo,https://www.youtube.com/watch?v=9XXoNB0lVGo,11701014,42778,3619,0.003656
1272837,28 Years Later: The Bone Temple,2026-01-14,58522222,63000000,7.132,1327,28.5683,109,en,"Horror, Thriller, Science Fiction",rl_DJZCyEH4,https://www.youtube.com/watch?v=rl_DJZCyEH4,7300419,10053,950,0.001377
1064213,Anora,2024-10-14,56286295,6000000,7.1,3197,13.5476,139,en,"Drama, Comedy, Romance",8m6UrWMl18M,https://www.youtube.com/watch?v=8m6UrWMl18M,5029479,8370,457,0.001664
1232546,Until Dawn,2025-04-23,54105064,15000000,6.273,1453,9.7837,103,en,"Horror, Mystery",xR3lVHnh0Gg,https://www.youtube.com/watch?v=xR3lVHnh0Gg,303628,286,33,0.000942
1290821,Shelter,2026-01-28,53933639,50000000,7.685,1299,52.7413,107,en,"Action, Crime, Thriller",auHiLFjaIc0,https://www.youtube.com/watch?v=auHiLFjaIc0,11535838,21056,1364,0.001825
1138194,Heretic,2024-10-31,51913394,10000000,6.973,2677,6.8674,111,en,"Thriller, Horror",jpWUOxRozZg,https://www.youtube.com/watch?v=jpWUOxRozZg,11484286,26924,1932,0.002344
1116201,Iron Lung,2026-01-30,51226173,4000000,6.981,293,20.8522,125,en,"Horror, Mystery, Science Fiction",7qRf_f_bbUk,https://www.youtube.com/watch?v=7qRf_f_bbUk,268797,1056,84,0.003929
549509,The Brutalist,2024-12-20,50145227,9600000,6.953,1676,7.9095,215,en,Drama,GdRXPAHIEW4,https://www.youtube.com/watch?v=GdRXPAHIEW4,7401979,52855,2839,0.007141
1126166,Flight Risk,2025-01-22,48703174,25000000,5.9,1165,6.9831,91,en,"Action, Thriller",uaodj8Myt3A,https://www.youtube.com/watch?v=uaodj8Myt3A,40243,54,6,0.001342
680493,Return to Silent Hill,2026-01-21,47976996,23000000,5.388,661,18.7903,106,en,"Mystery, Drama, Horror",z10cMFhKbW8,https://www.youtube.com/watch?v=z10cMFhKbW8,219988,379,24,0.001723
680493,Return to Silent Hill,2026-01-21,47976996,23000000,5.388,661,18.7903,106,en,"Mystery, Drama, Horror",z10cMFhKbW8,https://www.youtube.com/watch?v=z10cMFhKbW8,219988,379,24,0.001723
840705,Blink Twice,2024-08-21,46393906,20000000,6.684,1927,7.2687,103,en,"Mystery, Thriller",jmCCQ80iAf8,https://www.youtube.com/watch?v=jmCCQ80iAf8,11870517,5540,589,0.000467
840464,Greenland 2: Migration,2026-01-07,44856736,90000000,6.4,1241,53.1073,98,en,"Adventure, Thriller, Science Fiction",hiD3zk0ZRFg,https://www.youtube.com/watch?v=hiD3zk0ZRFg,1888846,6451,816,0.003415
1539104,JUJUTSU KAISEN: Execution,2025-11-07,44457030,0,6.0,100,25.7233,88,ja,"Animation, Action, Fantasy",XeoQg5PVOLI,https://www.youtube.com/watch?v=XeoQg5PVOLI,702865,12482,559,0.017759
1408208,Exit 8,2025-08-28,43891675,1400000,6.858,507,20.0529,95,ja,"Horror, Mystery",zzEDWwhtAHc,https://www.youtube.com/watch?v=zzEDWwhtAHc,245302,4679,238,0.019074
1408208,Exit 8,2025-08-28,43891675,1400000,6.858,507,20.0529,95,ja,"Horror, Mystery",zzEDWwhtAHc,https://www.youtube.com/watch?v=zzEDWwhtAHc,245302,4679,238,0.019074
1233575,Black Bag,2025-03-12,43887905,50000000,6.365,1258,6.9957,94,en,"Drama, Mystery, Thriller",n_56L6WzLT8,https://www.youtube.com/watch?v=n_56L6WzLT8,4185925,1849,128,0.000442
701387,Bugonia,2025-10-23,43500000,55000000,7.315,2014,9.1046,119,en,"Science Fiction, Thriller, Comedy",7VBigr-JHB0,https://www.youtube.com/watch?v=7VBigr-JHB0,4433321,7029,469,0.001585
1007734,Nobody 2,2025-08-13,43285109,25000000,6.931,1615,10.7916,89,en,"Action, Thriller, Comedy",UGOvEad8qd4,https://www.youtube.com/watch?v=UGOvEad8qd4,5316876,8681,411,0.001633
1246049,Dracula,2025-07-30,42404858,52000000,7.2,1289,40.0453,130,fr,"Horror, Fantasy, Romance",hverb7siYJ8,https://www.youtube.com/watch?v=hverb7siYJ8,1928922,4967,611,0.002575
1266127,Ready or Not: Here I Come,2026-03-19,42212563,14000000,7.702,1104,29.3275,108,en,"Thriller, Horror, Comedy",jczr0KCloXk,https://www.youtube.com/watch?v=jczr0KCloXk,1130757,16899,782,0.014945
